"localizacao","bairro","valor_venda","valor_condominio","valor_iptu","area_util","quartos","banheiros","vagas_na_garagem","academia","area_de_servico","churrasqueira","piscina","condominio_fechado","elevador","permitido_animais","salao_de_festas","portaria","seguranca_24h","mobiliado","armarios_na_cozinha","varanda","ar_condicionado","armarios_no_quarto","portao_eletronico","area_murada","quarto_de_servico"
"Rua Castro Meireles, Mondubim, Fortaleza, CE, 60711475","Mondubim",193000,300,0,55,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua País de Gales, Maraponga, Fortaleza, CE, 60710820","Maraponga",195000,0,200,77,3,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Júlio Alcides, Maraponga, Fortaleza, CE, 60710680","Maraponga",195000,209,0,48,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Júlio Alcides, Maraponga, Fortaleza, CE, 60710680","Maraponga",195000,220,NA,50,2,2,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"Rua Benjamim Brasil - de 2/3 ao fim, Mondubim, Fortaleza, CE, 60711442","Mondubim",195000,270,0,52,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Rua Antônio Divino, Mondubim, Fortaleza, CE, 60711540","Mondubim",195000,280,NA,45,2,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0
"Rua Júlio Alcides, Maraponga, Fortaleza, CE, 60710680","Maraponga",195000,300,0,43,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Rua Coronel Manuel Albano, Mondubim, Fortaleza, CE, 60711465","Mondubim",195000,NA,NA,47,2,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
"Rua Coronel Manuel Albano, Mondubim, Fortaleza, CE, 60711465","Mondubim",198000,220,0,50,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Bélgica, Maraponga, Fortaleza, CE, 60710790","Maraponga",198000,500,0,54,2,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Júlio Alcides, Maraponga, Fortaleza, CE, 60710680","Maraponga",199000,200,100,44,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Rua Júlio Alcides, Maraponga, Fortaleza, CE, 60710680","Maraponga",199000,250,300,44,2,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
"Avenida Godofredo Maciel - de 1282 a 3540 - lado par, Maraponga, Fortaleza, CE, 60710684","Maraponga",199000,270,0,62,2,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Júlio Alcides, Maraponga, Fortaleza, CE, 60710680","Maraponga",199000,211,1,44,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Maraponga, Fortaleza, CE, 60711000, Maraponga","Maraponga",199000,200,0,48,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Benjamim Brasil - de 2/3 ao fim, Mondubim, Fortaleza, CE, 60711442","Mondubim",199900,0,0,50,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",1,NA,NA,70,3,2,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0
"Avenida Godofredo Maciel - de 1282 a 3540 - lado par, Maraponga, Fortaleza, CE, 60710684","Maraponga",2e+05,240,0,62,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avenida Godofredo Maciel - de 1282 a 3540 - lado par, Maraponga, Fortaleza, CE, 60710684","Maraponga",2e+05,0,0,54,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Coronel Jaime Rolemberg, Jardim Cearense, Fortaleza, CE, 60712175","Jardim Cearense",2e+05,0,0,52,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
"Rua Cristiano Otoni, Mondubim, Fortaleza, CE, 60761420","Mondubim",2e+05,0,0,44,2,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Coronel Manuel Albano, Mondubim, Fortaleza, CE, 60711465","Mondubim",2e+05,200,0,48,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Coronel Manuel Albano, Mondubim, Fortaleza, CE, 60711465","Mondubim",2e+05,210,0,52,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Holanda, Jardim Cearense, Fortaleza, CE, 60712165","Jardim Cearense",2e+05,215,0,44,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Coronel Manuel Albano, Mondubim, Fortaleza, CE, 60711465","Mondubim",2e+05,219,0,45,2,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0
"Rua Coronel Manuel Albano, Mondubim, Fortaleza, CE, 60711465","Mondubim",2e+05,229,0,48,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Maraponga, Fortaleza, CE, 60711000, Maraponga","Maraponga",2e+05,250,450,47,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Cristiano Otoni, Mondubim, Fortaleza, CE, 60761420","Mondubim",204000,0,0,37,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Antônio Divino, Mondubim, Fortaleza, CE, 60711540","Mondubim",205000,0,0,45,2,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Coronel Manuel Albano, Mondubim, Fortaleza, CE, 60711465","Mondubim",205000,1,1,65,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Coronel Manuel Albano, Mondubim, Fortaleza, CE, 60711465","Mondubim",205000,380,13,48,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Doutor Procópio, Aracapé, Fortaleza, CE, 60764605","Outro",208000,0,0,51,2,2,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Dom Oscar Romero, Mondubim, Fortaleza, CE, 60762010","Mondubim",208000,0,0,49,2,2,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0
"Rua Vereadora Zélia Correia de Sousa, Mondubim, Fortaleza, CE, 60761515","Mondubim",208990,0,0,37,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Mirtil Meyer, Mondubim, Fortaleza, CE, 60762080","Mondubim",209000,0,0,49,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Júlio Alcides, Maraponga, Fortaleza, CE, 60710680","Maraponga",209000,200,0,47,2,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0
"Rua Júlio Alcides, Maraponga, Fortaleza, CE, 60710680","Maraponga",209000,200,133,47,2,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Júlio Alcides, Maraponga, Fortaleza, CE, 60710680","Maraponga",209000,200,30,47,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Júlio Alcides, Maraponga, Fortaleza, CE, 60710680","Maraponga",209000,250,13,47,2,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",210000,0,0,65,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Araújo Costa, Mondubim, Fortaleza, CE, 60711740","Mondubim",210000,0,0,66,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Carlos Juaçaba - de 501/502 ao fim, Maraponga, Fortaleza, CE, 60710715","Maraponga",210000,200,400,44,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Júlio Alcides, Maraponga, Fortaleza, CE, 60710680","Maraponga",210000,220,0,48,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maraponga, Fortaleza, CE, 60711000, Maraponga","Maraponga",210000,220,80,45,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Benjamim Brasil - de 2/3 ao fim, Mondubim, Fortaleza, CE, 60711442","Mondubim",210000,270,0,52,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",210000,3401,0,65,3,2,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",210000,331,0,65,3,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Francisco Mota, Mondubim, Fortaleza, CE, 60711532","Mondubim",210000,440,0,67,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Dona Libânia Ribeiro de Melo Nunes, Mondubim, Fortaleza, CE, 60762145","Mondubim",214000,1,1,42,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Cristiano Otoni, Mondubim, Fortaleza, CE, 60761420","Mondubim",214990,1,1,43,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Carlos Juaçaba - de 501/502 ao fim, Maraponga, Fortaleza, CE, 60710715","Maraponga",215000,204,0,48,2,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0
"Rua Cristiano Otoni, Mondubim, Fortaleza, CE, 60761420","Mondubim",215000,1,1,43,2,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",215000,331,0,65,3,2,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"Rua Bélgica, Maraponga, Fortaleza, CE, 60710790","Maraponga",215000,500,NA,63,3,NA,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Rua Cristiano Otoni, Mondubim, Fortaleza, CE, 60761420","Mondubim",217990,0,0,37,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Itália, Maraponga, Fortaleza, CE, 60710760","Maraponga",219000,0,0,45,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avenida Godofredo Maciel - de 1283 a 2343 - lado ímpar, Maraponga, Fortaleza, CE, 60710903","Maraponga",219004,0,0,48,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Itália, Maraponga, Fortaleza, CE, 60710760","Maraponga",219005,0,0,45,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avenida Godofredo Maciel - de 1283 a 2343 - lado ímpar, Maraponga, Fortaleza, CE, 60710903","Maraponga",219007,0,0,48,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avenida Godofredo Maciel - de 1283 a 2343 - lado ímpar, Maraponga, Fortaleza, CE, 60710903","Maraponga",219445,0,0,48,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avenida Godofredo Maciel - de 1283 a 2343 - lado ímpar, Maraponga, Fortaleza, CE, 60710903","Maraponga",219555,0,0,48,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avenida Godofredo Maciel - de 1283 a 2343 - lado ímpar, Maraponga, Fortaleza, CE, 60710903","Maraponga",219556,0,0,48,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Antônio Divino, Mondubim, Fortaleza, CE, 60711540","Mondubim",219900,288,0,43,2,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Rua Emílio SáJardim Cearense, Fortaleza, CE, 60712045, Rua Emílio SáJardim Cearense","Jardim Cearense",219900,500,0,82,3,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"Rua Benjamim Brasil - de 2/3 ao fim, Mondubim, Fortaleza, CE, 60711442","Mondubim",219995,290,NA,44,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"Rua Coronel Jaime Rolemberg, Jardim Cearense, Fortaleza, CE, 60712175","Jardim Cearense",219999,0,0,50,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Júlio Alcides, Maraponga, Fortaleza, CE, 60710680","Maraponga",220000,200,NA,45,2,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",220000,0,0,68,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua São Benedito, Maraponga, Fortaleza, CE, 60711250","Maraponga",220000,0,0,63,3,2,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Rua Mimosa Coelho, Maraponga, Fortaleza, CE, 60711020","Maraponga",220000,185,0,54,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maraponga, Fortaleza, CE, 60711000, Maraponga","Maraponga",220000,200,0,48,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maraponga, Fortaleza, CE, 60711000, Maraponga","Maraponga",220000,210,0,48,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Carlos Juaçaba - de 501/502 ao fim, Maraponga, Fortaleza, CE, 60710715","Maraponga",220000,220,0,45,2,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"Maraponga, Fortaleza, CE, 60711000, NA","Maraponga",220000,230,700,45,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Antônio Divino, Mondubim, Fortaleza, CE, 60711540","Mondubim",220000,238,0,43,2,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Rua Antônio Divino, Mondubim, Fortaleza, CE, 60711540","Mondubim",220000,238,200,43,2,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
"Rua Coronel Manuel Albano, Mondubim, Fortaleza, CE, 60711465","Mondubim",220000,251,50,51,2,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Rua Vinícios de Morais - de 552/553 a 1210/1211Maraponga, Fortaleza, CE, 60711095, NA","Maraponga",220000,267,0,65,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Antônio Divino, Mondubim, Fortaleza, CE, 60711540","Mondubim",220000,268,0,49,2,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Rua Antônio Divino, Mondubim, Fortaleza, CE, 60711540","Mondubim",220000,268,0,45,2,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
"Rua Vereadora Zélia Correia de Sousa, Mondubim, Fortaleza, CE, 60761515","Mondubim",220000,280,1,50,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Rua Antônio Divino, Mondubim, Fortaleza, CE, 60711540","Mondubim",220000,283,0,44,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",220000,300,0,63,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avenida Waldir Diogo, Novo Mondubim, Fortaleza, CE, 60764020","Mondubim",220000,360,1,86,3,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Bélgica, Maraponga, Fortaleza, CE, 60710790","Maraponga",220000,500,247,63,3,2,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Bélgica, Maraponga, Fortaleza, CE, 60710790","Maraponga",220000,500,61,54,2,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"Rua Cristiano Otoni, Mondubim, Fortaleza, CE, 60761420","Mondubim",220990,0,0,40,2,1,NA,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"Rua Wenefrido Melo, Mondubim, Fortaleza, CE, 60762410","Mondubim",221000,0,0,49,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avenida Godofredo Maciel - de 1283 a 2343 - lado ímpar, Maraponga, Fortaleza, CE, 60710903","Maraponga",221000,NA,NA,50,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Cristiano Otoni, Mondubim, Fortaleza, CE, 60761420","Mondubim",223990,0,0,37,2,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",225000,330,0,73,3,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",225000,0,0,63,3,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Antônio Divino, Mondubim, Fortaleza, CE, 60711540","Mondubim",225000,220,0,43,2,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0
"Maraponga, Fortaleza, CE, 60711000, Maraponga","Maraponga",225000,220,80,45,2,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Antônio Divino, Mondubim, Fortaleza, CE, 60711540","Mondubim",225000,283,0,44,2,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0
"Mondubim, Fortaleza, CE, 60711520, Mondubim","Mondubim",225000,300,100,63,3,2,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Vereadora Zélia Correia de Sousa, Mondubim, Fortaleza, CE, 60761515","Mondubim",226999,0,0,37,2,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Maraponga, Fortaleza, CE, 60710760, NA","Maraponga",229000,0,0,45,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Itália, Maraponga, Fortaleza, CE, 60710760","Maraponga",229000,0,0,45,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Itália, Maraponga, Fortaleza, CE, 60710760","Maraponga",229887,0,0,45,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Antônio Divino, Mondubim, Fortaleza, CE, 60711540","Mondubim",229998,0,0,46,2,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Itália, Maraponga, Fortaleza, CE, 60710760","Maraponga",229998,0,0,45,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Itália, Maraponga, Fortaleza, CE, 60710760","Maraponga",229999,0,0,45,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Cabral Veras, Mondubim, Fortaleza, CE, 60711530","Mondubim",230000,400,0,655,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"Rua Bélgica, Maraponga, Fortaleza, CE, 60710790","Maraponga",230000,500,0,60,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Antônio Divino, Mondubim, Fortaleza, CE, 60711540","Mondubim",230000,282,0,49,2,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",230000,331,0,65,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",230000,331,NA,65,3,2,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0
"Rua Emílio SáJardim Cearense, Fortaleza, CE, 60712045, Rua Emílio SáJardim Cearense","Jardim Cearense",230000,NA,NA,74,3,2,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
"Rua Júlio Alcides, Maraponga, Fortaleza, CE, 60710680","Maraponga",235000,220,0,48,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Rua Itália, Maraponga, Fortaleza, CE, 60710760","Maraponga",235000,0,0,45,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",235000,356,0,63,3,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",235000,356,0,63,3,2,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",235000,356,100,66,3,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",235000,406,0,63,3,2,2,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",235000,406,0,63,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",235000,406,0,63,3,2,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",235000,406,NA,63,3,2,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",235000,450,100,66,3,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"Rua General Onofre, Mondubim, Fortaleza, CE, 60762170","Mondubim",235000,480,NA,67,3,2,2,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0
"Rua Cristiano Otoni, Mondubim, Fortaleza, CE, 60761420","Mondubim",235999,0,0,46,2,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",239000,250,0,70,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Avenida Godofredo Maciel - de 1282 a 3540 - lado par, Maraponga, Fortaleza, CE, 60710684","Maraponga",239000,NA,NA,49,2,2,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"Rua Júlio Alcides, Maraponga, Fortaleza, CE, 60710680","Maraponga",239900,212,0,49,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"Maraponga, Fortaleza, CE, 60711000, Maraponga","Maraponga",240000,0,0,48,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Cristiano Otoni, Mondubim, Fortaleza, CE, 60761420","Mondubim",240000,0,0,43,2,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Antônio Divino, Mondubim, Fortaleza, CE, 60711540","Mondubim",240000,283,0,48,2,2,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
"Rua Antônio Divino, Mondubim, Fortaleza, CE, 60711540","Mondubim",240000,288,0,50,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Paurilo Barroso - até 731/732Jardim Cearense, Fortaleza, CE, 60712122, Rua Paurilo Barroso - até 731/732Jardim Cearense","Jardim Cearense",240000,300,0,62,3,2,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Avenida Godofredo Maciel - de 1282 a 3540 - lado par, Maraponga, Fortaleza, CE, 60710902","Maraponga",240000,370,NA,65,3,2,2,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0
"Rua Emílio SáJardim Cearense, Fortaleza, CE, 60712045, NA","Jardim Cearense",240000,400,0,73,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Emílio SáJardim Cearense, Fortaleza, CE, 60712045, Rua Emílio SáJardim Cearense","Jardim Cearense",240000,400,1,76,3,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Emílio SáJardim Cearense, Fortaleza, CE, 60712045, Rua Emílio SáJardim Cearense","Jardim Cearense",240000,500,0,64,3,3,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Monte Líbano, Mondubim, Fortaleza, CE, 60762376","Mondubim",241990,NA,NA,40,2,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"Mondubim, Fortaleza, CE, 60711520, Mondubim","Mondubim",244000,375,0,63,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Holanda, Maraponga, Fortaleza, CE, 60711005","Maraponga",245000,200,0,44,2,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Holanda, Maraponga, Fortaleza, CE, 60711005","Maraponga",245000,200,0,44,2,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Júlio Alcides, Maraponga, Fortaleza, CE, 60710680","Maraponga",245000,212,1,49,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",249000,333,0,64,3,2,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",249000,400,0,63,3,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Benjamim Brasil - até 1081 - lado ímpar, Jardim Cearense, Fortaleza, CE, 60712003","Jardim Cearense",249900,330,0,57,3,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"Rua Coronel Manuel Albano, Mondubim, Fortaleza, CE, 60711465","Mondubim",249900,380,0,65,3,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",249900,400,0,65,3,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Avenida Godofredo Maciel - de 1283 a 2343 - lado ímpar, Maraponga, Fortaleza, CE, 60710683","Maraponga",250000,70,426,95,3,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua A (Cj Res Itaperi)Mondubim, Fortaleza, CE, 60761525, Rua A (Cj Res Itaperi)Mondubim","Mondubim",250000,0,0,43,2,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
