"localizacao","bairro","valor_venda","valor_condominio","valor_iptu","area_util","quartos","banheiros","vagas_na_garagem","academia","area_de_servico","churrasqueira","piscina","condominio_fechado","elevador","permitido_animais","salao_de_festas","portaria","seguranca_24h","mobiliado","armarios_na_cozinha","varanda","ar_condicionado","armarios_no_quarto","portao_eletronico","area_murada","quarto_de_servico"
"Rua Mirtil Meyer, Mondubim, Fortaleza, CE, 60762080","Mondubim",410000,420,0,63,3,2,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"Rua Mirtil Meyer, Mondubim, Fortaleza, CE, 60762080","Mondubim",412000,420,0,63,3,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Mirtil Meyer, Mondubim, Fortaleza, CE, 60762080","Mondubim",420000,435,1,63,3,2,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
"Avenida Godofredo Maciel - de 1283 a 2343 - lado ímpar, Maraponga, Fortaleza, CE, 60710683","Maraponga",420000,460,0,64,3,2,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Florêncio Coelho Holanda, Maraponga, Fortaleza, CE, 60711220","Maraponga",420000,500,0,72,3,2,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",420000,520,0,65,3,2,2,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"Avenida Godofredo Maciel - de 1283 a 2343 - lado ímpar, Maraponga, Fortaleza, CE, 60710903","Maraponga",425000,0,0,150,3,1,2,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
"Rua Emílio SáJardim Cearense, Fortaleza, CE, 60712045, Rua Emílio SáJardim Cearense","Jardim Cearense",425000,450,0,8675,4,3,NA,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Rua Emílio SáJardim Cearense, Fortaleza, CE, 60712045, Rua Emílio SáJardim Cearense","Jardim Cearense",425000,480,0,79,4,3,2,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
"Rua Mirtil Meyer, Mondubim, Fortaleza, CE, 60762080","Mondubim",430000,0,0,63,3,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",435000,495,0,54,2,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",435000,514,99,75,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",435000,514,99,75,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maraponga, Fortaleza, CE, 60710684, Maraponga","Maraponga",445000,495,NA,62,2,3,2,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",445000,462,897,54,2,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Avenida Godofredo Maciel - de 1282 a 3540 - lado par, Maraponga, Fortaleza, CE, 60710684","Maraponga",445125,0,0,61,3,3,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"Rua Amarília Dutra, Maraponga, Fortaleza, CE, 60711040","Maraponga",45000,0,0,44,2,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
"Rua Itacira, Mondubim, Fortaleza, CE, 60711446","Mondubim",45000,100,100,45,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"Rua Aymar Rodrigues, Maraponga, Fortaleza, CE, 60711110","Maraponga",45000,180,13,44,2,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Itacira, Mondubim, Fortaleza, CE, 60711446","Mondubim",45000,200,100,44,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Aymar Rodrigues, Maraponga, Fortaleza, CE, 60711110","Maraponga",45000,250,13,45,2,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Aymar Rodrigues, Maraponga, Fortaleza, CE, 60711110","Maraponga",45000,480,13,57,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",450000,450,0,65,3,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",450000,0,0,64,3,2,2,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",450000,0,0,63,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Benjamim Brasil - de 2/3 ao fim, Mondubim, Fortaleza, CE, 60711442","Mondubim",450000,350,0,144,3,3,NA,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Rua Florêncio Coelho Holanda, Maraponga, Fortaleza, CE, 60711220","Maraponga",450000,400,0,72,3,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",450000,420,0,64,3,2,2,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",450000,450,800,64,2,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Aymar Rodrigues, Maraponga, Fortaleza, CE, 60711110","Maraponga",450000,470,13,64,2,2,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",450000,500,0,64,3,2,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",450000,520,0,64,3,2,2,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",450000,530,150,64,3,2,2,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0
"Rua Assunção, Jardim Cearense, Fortaleza, CE, 60712020","Jardim Cearense",450000,550,1110,72,3,2,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rua Mirtil Meyer, Mondubim, Fortaleza, CE, 60762080","Mondubim",455000,518,50,63,3,2,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"Avenida Godofredo Maciel - de 1282 a 3540 - lado par, Maraponga, Fortaleza, CE, 60710902","Maraponga",455000,400,NA,NA,3,2,2,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0
"Rua Mirtil Meyer, Mondubim, Fortaleza, CE, 60762080","Mondubim",455000,517,0,63,3,2,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",459900,520,0,55,2,2,2,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",460000,420,NA,62,3,NA,NA,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Rua Mirtil Meyer, Mondubim, Fortaleza, CE, 60762080","Mondubim",460000,450,1000,63,3,2,2,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
"Rua Mirtil Meyer, Mondubim, Fortaleza, CE, 60762080","Mondubim",479000,499,900,64,3,2,2,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0
"Rua Itacira, Mondubim, Fortaleza, CE, 60711446","Mondubim",49000,200,100,44,2,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",490000,0,0,64,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avenida Godofredo Maciel - de 2345 a 3101 - lado ímpar, Jardim Cearense, Fortaleza, CE, 60712023","Jardim Cearense",490000,483,NA,63,3,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",490000,514,0,64,3,2,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",495000,450,0,72,3,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Emílio SáJardim Cearense, Fortaleza, CE, 60712045, Rua Emílio SáJardim Cearense","Jardim Cearense",495100,480,1,87,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Rua Itacira, Mondubim, Fortaleza, CE, 60711446","Mondubim",50000,200,100,44,2,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
"Rua Itacira, Mondubim, Fortaleza, CE, 60711446","Mondubim",50000,200,50,44,2,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Itacira, Mondubim, Fortaleza, CE, 60711446","Mondubim",50000,250,13,44,2,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",5e+05,500,0,65,3,2,2,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",5e+05,0,1200,64,3,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",510000,470,45,64,3,2,2,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",510000,470,45,64,3,1,2,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",510200,490000,NA,65,3,2,2,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0
"Rua Benjamim Brasil - de 2/3 ao fim, Mondubim, Fortaleza, CE, 60711442","Mondubim",520000,350,0,140,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",520000,200,100,64,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",520000,300,100,64,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",520000,300,200,64,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",520000,450,13,85,3,2,2,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Itacira, Mondubim, Fortaleza, CE, 60711446","Mondubim",53000,200,100,44,2,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",530000,469,0,64,3,2,NA,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",539900,600,0,64,3,2,2,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
"Rua Itacira, Mondubim, Fortaleza, CE, 60711446","Mondubim",54000,260,100,44,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Itacira, Mondubim, Fortaleza, CE, 60711446","Mondubim",55000,250,13,44,2,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Itacira, Mondubim, Fortaleza, CE, 60711446","Mondubim",55000,200,50,44,2,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Itacira, Mondubim, Fortaleza, CE, 60711446","Mondubim",55000,100,0,44,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Itacira, Mondubim, Fortaleza, CE, 60711446","Mondubim",55000,100,100,44,2,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Itacira, Mondubim, Fortaleza, CE, 60711446","Mondubim",55000,190,100,44,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Itacira, Mondubim, Fortaleza, CE, 60711446","Mondubim",55000,200,100,44,2,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Itacira, Mondubim, Fortaleza, CE, 60711446","Mondubim",55000,200,200,44,2,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Itacira, Mondubim, Fortaleza, CE, 60711446","Mondubim",55000,200,50,45,2,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Itacira, Mondubim, Fortaleza, CE, 60711446","Mondubim",55000,250,13,45,2,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",569000,571,NA,64,3,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",575000,495,NA,64,2,2,2,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0
"Mondubim, Fortaleza, CE, 60711466, Mondubim","Mondubim",58000,280,NA,NA,2,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",590000,514,0,64,3,2,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Vila Bardanha, Maraponga, Fortaleza, CE, 60711045","Maraponga",60000,250,13,44,2,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",649000,572,0,123,3,3,2,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
"Rua Coronel Manuel Albano, Mondubim, Fortaleza, CE, 60711465","Mondubim",650000,220,NA,45,2,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0
"Avenida Godofredo Maciel - de 1282 a 3540 - lado par, Maraponga, Fortaleza, CE, 60710684","Maraponga",7e+06,0,0,395,4,4,NA,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
"Rua Monte Líbano, Mondubim, Fortaleza, CE, 60762376","Mondubim",75000,300,50,45,2,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Diamante, Mondubim, Fortaleza, CE, 60761445","Mondubim",750000,650,0,70,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Monte Líbano, Mondubim, Fortaleza, CE, 60762376","Mondubim",90000,NA,NA,49,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Castro Meireles, Mondubim, Fortaleza, CE, 60711475","Mondubim",980000,380,NA,50,3,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
